,Credit_Score,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Telephone_Indicator,Number_of_Dependants,Gender,Time_in_Employment,Employment_Type,Permanent_Employee,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau_Data___Monthly_Other_Co_R,Worst_History_CT,Age,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Worst_status_L6m,Worst_CUrrent_Status,Status_3s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,Time_since_most_recent_outstandi,PPI,Final_Grade_A,Final_Grade_B,Final_Grade_C,Final_Grade_D,Final_Grade_E,Final_Grade_F,Final_Grade_O,Final_Grade_R,Final_Grade_S,Final_Grade_X,Residential_Status_H,Residential_Status_L,Residential_Status_R,Residential_Status_T,Marital_Status_D,Marital_Status_M,Marital_Status_S,Marital_Status_W,Employment_Status_D,Employment_Status_G,Employment_Status_H,Employment_Status_M,Employment_Status_P,Employment_Status_R,Employment_Status_S,Employment_Status_T,Employment_Status_U,Payment_Method_C,Payment_Method_D,Payment_Method_S,Bankruptcy_Detected__SP__N,Bankruptcy_Detected__SP__T,Bankruptcy_Detected__SP__Y,CIFAS_detected_N,CIFAS_detected_T,CIFAS_detected_Y
14487,862,60,10000.0,16.9,0,55,10,42,1,4,0,30,1,1,6,1,0,1,0,0,0,0,204,184950,199544,207165,1022,5,36,201,0,0,99,0,0,0,0,5,0,0,78,8,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14488,862,60,5000.0,16.9,0,20,3,26,1,1,0,42,1,1,3,1,0,1,0,0,1,1,144,120000,0,4966,72,0,35,0,0,0,99,0,0,0,0,1,2,0,50,6,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14489,1039,60,5000.0,9.9,0,12,2,300,1,0,1,353,1,1,4,1,1,1,0,0,1,1,348,170000,0,7173,168,5,59,0,0,0,99,0,0,0,0,0,23,0,72,2,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14490,802,48,3000.0,29.9,0,60,11,242,1,1,1,434,1,1,4,1,0,0,0,0,0,1,120,123750,0,0,0,5,53,0,0,0,99,11,0,0,0,1,21,0,0,0,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14491,783,60,8000.0,17.9,0,45,8,219,1,1,1,8,1,1,5,1,0,1,0,0,1,0,204,106000,93110,119144,501,4,54,95,0,0,99,284,1,0,0,5,18,0,261,5,99,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14492,879,24,1000.0,27.9,0,45,8,36,1,0,1,25,1,1,3,1,0,1,0,0,1,0,300,100000,81762,83583,390,0,29,83,0,0,99,0,3,3,1,1,0,0,19,3,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14493,952,120,15000.0,8.4,1,39,6,139,0,0,1,93,1,1,3,1,0,1,0,1,1,1,264,103000,58338,79789,532,0,45,60,0,0,99,4,0,0,0,6,6,0,215,6,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14494,946,60,5000.0,14.9,0,21,4,48,1,3,1,72,1,1,6,1,0,0,0,0,1,0,300,135000,120000,148690,1161,4,34,137,0,0,99,0,0,0,0,2,3,0,130,5,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14495,995,60,8500.0,7.9,0,52,10,46,1,0,1,289,1,1,6,1,1,1,0,0,1,0,253,130000,29000,32507,217,0,47,32,0,0,99,0,0,0,0,2,1,0,24,2,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14496,891,36,3000.0,21.9,0,17,3,149,1,0,0,35,1,1,6,1,0,0,0,0,1,0,161,125000,82000,106192,861,0,46,105,0,0,99,14,0,0,0,0,12,0,29,7,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14497,890,60,6700.0,18.9,0,31,5,25,1,4,0,36,1,1,6,1,1,1,0,0,1,0,71,206000,67290,69182,537,5,32,69,1,3,55,9,1,1,0,1,1,0,19,5,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14498,839,60,5000.0,20.9,0,23,4,518,1,0,0,170,1,1,2,1,0,0,0,0,1,0,111,105000,0,3784,62,0,64,0,0,0,99,0,4,1,2,0,34,0,38,4,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
14499,973,37,1000.0,19.9,0,23,4,120,1,1,0,100,1,1,6,1,0,1,0,0,1,0,146,95000,79786,80851,958,0,48,81,0,0,99,0,0,0,0,1,3,0,17,2,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14500,862,60,4000.0,22.9,0,39,6,120,0,0,1,36,1,0,1,1,0,1,0,0,0,0,180,36000,25187,27414,160,5,38,27,0,0,99,0,2,0,0,0,8,0,23,6,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14501,945,60,3500.0,19.9,0,23,4,372,1,0,0,108,1,1,2,1,0,1,0,0,1,0,408,140000,0,6688,0,5,35,0,1,43,51,9,1,1,0,1,17,1,67,3,51,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14502,898,60,5000.0,22.9,0,12,2,144,1,1,1,240,1,1,6,1,0,1,0,0,1,0,288,200000,137727,160980,1405,5,45,157,0,0,99,5,3,2,2,1,11,0,54,9,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14503,861,60,8150.0,12.9,0,22,4,244,1,3,0,316,1,1,4,1,0,0,0,0,0,0,124,205000,0,6231,131,4,48,0,1,22,39,22,0,0,0,2,23,1,63,3,39,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14504,868,120,10000.0,12.4,1,47,8,96,1,2,0,36,1,1,6,1,0,1,0,0,1,0,96,138000,122068,131052,837,0,37,128,0,0,99,0,0,0,0,3,2,0,42,9,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14505,886,60,6000.0,18.9,0,15,3,108,1,2,1,120,1,1,6,1,0,1,0,0,0,0,540,220000,111239,134104,1578,5,44,113,0,0,99,0,0,0,0,5,9,0,229,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14506,935,120,14000.0,10.4,1,12,2,84,1,3,1,72,1,1,5,1,0,1,0,0,1,0,252,140000,90170,113628,789,5,40,92,0,0,99,0,0,0,0,5,3,0,235,5,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14507,800,96,15000.0,14.9,1,21,4,228,1,3,1,15,1,1,6,1,0,1,0,0,1,0,192,145000,74946,95044,797,4,52,76,0,0,99,6,1,0,0,4,18,0,201,8,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14508,871,120,15000.0,14.4,1,12,2,240,1,2,1,24,1,1,5,1,0,1,0,0,1,0,180,147000,131318,159828,813,5,41,133,0,0,99,0,1,0,0,3,18,0,286,9,99,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14509,905,60,5000.0,14.9,0,45,8,10,1,0,1,72,1,1,2,1,0,1,0,0,1,0,360,120000,0,6098,189,5,63,0,0,0,99,0,0,1,0,1,0,0,61,7,99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
14510,902,48,5000.0,11.9,0,43,7,53,1,0,1,44,1,1,6,1,0,1,0,0,1,0,312,125000,89924,117031,658,4,49,91,1,61,32,99,0,0,0,2,2,1,280,3,32,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14511,692,120,12500.0,16.9,1,37,6,94,1,0,1,2,1,1,6,1,0,1,0,0,1,0,87,166000,85921,91927,393,0,43,87,1,6,47,18,1,0,0,3,7,0,61,9,99,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14512,1006,60,17500.0,8.9,1,47,8,156,0,0,1,37,1,1,6,1,0,1,0,0,1,0,312,91000,19983,35259,698,5,47,34,0,0,99,182,0,0,0,5,10,0,27,9,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14513,997,60,7500.0,9.9,0,55,10,95,1,0,0,131,1,1,6,1,1,1,0,0,1,0,371,100000,53939,78890,739,0,40,55,0,0,99,0,0,0,0,0,8,0,250,9,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14514,966,60,10000.0,9.4,0,12,2,288,1,0,0,123,1,1,4,1,0,1,0,0,1,0,360,165000,58747,66319,635,5,54,60,0,0,99,1,1,0,0,3,22,0,76,7,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14515,1053,60,14500.0,7.9,1,47,8,336,1,1,1,379,1,1,6,1,0,1,0,0,1,1,249,152000,65448,80595,834,0,52,67,0,0,99,0,0,0,0,1,22,0,152,9,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14516,906,60,7500.0,12.9,0,15,3,18,1,3,0,48,1,1,6,1,0,1,0,0,1,0,111,350000,280000,322107,1830,0,41,320,0,0,99,35,0,0,0,5,0,0,40,5,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14517,868,36,3000.0,25.9,0,18,3,264,1,0,0,73,1,1,6,1,0,1,0,0,1,0,312,180000,36713,42273,806,5,56,38,1,10,14,32,0,0,0,4,17,1,57,2,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14518,918,60,15000.0,10.9,0,3,1,24,1,0,1,123,1,1,6,1,0,1,0,0,1,0,325,209000,145000,170379,1015,5,32,154,0,0,99,0,0,0,0,5,2,0,183,5,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14519,919,60,5000.0,19.9,0,23,4,480,1,0,0,123,1,1,5,1,0,1,0,0,1,0,360,190000,0,38498,656,5,60,32,0,0,99,0,0,0,0,5,27,0,76,6,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14520,671,36,1000.0,44.9,0,44,8,230,0,0,1,38,1,1,2,1,0,1,0,0,0,0,74,120000,0,7916,0,0,20,0,0,0,99,0,0,0,0,6,2,0,80,4,99,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14521,936,60,4000.0,21.9,0,18,3,240,1,2,1,264,1,1,6,1,0,1,0,0,1,0,216,160000,125000,147313,1079,0,49,119,0,0,99,0,1,1,0,5,21,0,299,9,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14522,913,60,12500.0,11.9,0,9,2,12,1,2,1,168,1,1,6,1,0,1,0,0,1,0,303,220000,169000,212693,1267,0,37,170,1,5,70,0,0,0,0,7,1,0,439,9,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14523,893,60,6000.0,14.9,0,2,1,228,1,0,0,36,1,1,2,1,0,0,0,0,1,1,240,130000,44000,55408,352,5,54,52,4,28,15,6,1,0,0,2,18,3,54,5,18,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14524,762,36,1000.0,34.9,0,26,4,192,1,0,1,58,1,1,2,1,0,1,0,0,1,0,72,120000,0,0,0,5,24,0,0,0,99,22,0,0,0,1,5,0,1,3,99,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14525,1082,48,15000.0,7.9,0,15,3,204,1,0,0,240,1,1,6,1,0,1,0,0,1,0,264,320000,105000,119694,935,5,50,108,0,0,99,0,1,0,0,4,17,0,136,9,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14526,761,48,3000.0,34.9,0,47,8,72,1,3,0,54,1,1,5,1,1,1,0,0,1,0,240,150000,75492,81947,491,0,42,77,0,0,99,0,1,1,0,1,6,0,66,9,99,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14527,843,60,5000.0,14.9,0,42,7,18,0,0,0,48,1,1,5,1,0,1,0,0,1,0,144,120000,0,10627,219,0,28,0,0,0,99,0,0,0,0,4,1,0,107,8,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14528,746,30,1500.0,39.9,0,49,9,6,1,1,0,120,1,1,2,1,0,1,0,0,1,0,240,120000,0,1326,94,5,36,0,0,0,99,19,0,0,0,4,0,0,14,4,99,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14529,925,60,10000.0,10.9,0,55,10,30,1,1,0,150,1,1,6,1,0,1,0,0,1,0,240,110000,50594,120278,1290,5,47,92,0,0,99,0,1,1,0,2,1,0,303,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14530,811,60,6000.0,26.9,0,46,8,138,1,2,1,36,1,1,4,1,0,1,0,0,1,0,180,120000,0,22033,290,4,39,0,0,0,99,40,1,0,0,8,11,0,221,9,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14531,838,60,6000.0,22.9,0,23,4,1,1,1,0,72,1,1,6,1,0,1,0,0,1,0,252,178000,162000,210498,992,5,39,203,0,0,99,0,2,1,0,2,0,0,91,9,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14532,748,48,3000.0,29.9,0,53,10,18,1,0,1,180,1,1,6,1,0,1,0,0,1,0,180,450000,3505442,645086,4319,0,43,537,0,0,99,0,1,1,0,6,1,0,999,9,99,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14533,890,60,5000.0,19.9,0,45,8,240,1,0,1,108,1,1,5,1,0,0,0,0,1,0,108,140000,100501,99771,836,5,55,101,2,7,16,9,0,0,0,1,18,1,1,3,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14534,825,60,4000.0,35.9,0,55,10,348,1,0,1,96,1,1,6,1,0,0,0,0,1,0,60,295000,84520,85309,572,5,51,86,0,0,99,38,1,0,0,4,5,0,8,4,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14535,943,60,10000.0,7.9,0,54,10,1,1,0,1,185,1,1,6,1,0,1,0,0,1,0,353,152000,50154,83456,833,0,61,52,0,0,99,0,0,0,0,7,0,0,334,8,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14536,910,60,10000.0,10.4,1,11,2,246,1,1,0,11,1,1,3,1,0,1,0,0,1,0,240,191000,70993,73199,595,5,45,72,0,0,99,0,0,0,0,4,16,0,23,3,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14537,801,96,6500.0,16.9,1,48,9,18,1,1,0,72,1,1,3,1,0,1,0,0,1,1,192,110000,51132,53430,388,5,33,53,0,0,99,0,2,0,0,2,1,0,23,9,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14538,908,24,1000.0,32.9,0,10,2,180,1,1,0,84,1,1,6,1,0,1,0,0,1,1,420,130000,90909,104758,1079,5,58,103,0,0,99,0,4,4,3,3,0,0,37,8,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14539,812,36,4000.0,37.9,0,15,3,156,1,1,0,288,1,1,6,1,0,1,0,0,1,1,84,115640,0,13771,413,5,53,0,0,0,99,0,4,4,3,3,12,0,138,8,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14540,934,60,5000.0,9.9,0,43,7,240,1,3,1,103,1,1,4,1,0,0,0,0,1,1,127,109000,123127,125907,958,5,44,125,0,0,99,0,0,0,0,3,18,0,28,4,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14541,883,37,2500.0,30.9,0,22,4,192,1,0,1,36,1,1,2,1,0,1,0,0,1,1,30,120000,0,4744,188,5,19,0,0,0,99,0,0,0,0,3,1,0,48,4,99,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14542,925,60,9000.0,10.4,0,11,2,120,1,1,1,1,1,1,6,1,0,1,0,0,1,0,180,219375,112793,123282,1066,5,38,114,0,0,99,0,0,0,0,3,0,0,105,9,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14543,809,60,5000.0,15.9,0,41,7,168,1,1,0,56,1,1,2,1,0,1,0,0,1,0,240,193000,66282,70270,584,0,40,68,0,0,99,0,1,1,0,4,13,0,40,9,99,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14544,901,60,7000.0,13.9,0,17,3,114,1,1,1,180,1,1,6,1,0,1,0,0,1,1,180,392000,310577,380352,3704,5,51,312,0,0,99,0,0,0,0,4,9,0,698,9,99,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14545,788,36,5000.0,19.9,0,42,7,90,1,2,0,92,1,1,6,1,0,1,0,0,1,0,120,120000,0,3723,0,0,40,0,0,0,99,1,0,1,0,3,7,0,38,9,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14546,1002,42,5000.0,11.9,0,23,4,48,1,1,0,48,1,1,6,1,0,1,0,0,1,0,144,85000,71000,2061,251,5,32,0,1,2,63,2,0,0,0,3,2,1,21,5,63,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14547,825,36,5000.0,17.9,0,18,3,68,1,0,1,26,1,1,4,1,0,1,0,0,1,0,170,120000,0,2098,0,4,40,0,0,0,99,9,0,0,0,5,1,0,21,5,99,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14548,811,60,6000.0,17.9,0,13,2,12,1,0,0,75,1,1,4,1,0,1,0,0,1,0,150,120000,0,13767,194,0,27,0,0,0,99,0,0,0,0,1,0,0,138,3,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14549,1044,120,40000.0,7.9,1,46,8,180,1,0,0,204,1,1,6,1,0,1,0,0,1,0,324,203000,126886,167463,1175,4,41,148,0,0,99,0,0,0,0,2,14,0,206,6,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14550,797,25,3500.0,31.9,0,26,4,326,1,0,1,20,1,1,4,1,0,1,0,0,0,0,192,120000,0,2067,0,5,28,0,0,0,99,0,1,1,0,5,10,0,21,6,99,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14551,976,120,25000.0,8.9,1,46,8,365,1,0,0,316,1,1,6,1,0,1,0,0,1,0,312,271000,80364,119112,1382,5,52,82,0,0,99,0,0,0,0,4,15,0,388,7,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14552,865,60,9000.0,14.9,0,60,11,44,1,0,0,140,1,1,4,1,0,1,0,0,1,0,248,120000,0,31113,222,0,58,0,0,0,99,3,1,0,0,0,1,0,312,7,99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14553,902,84,20000.0,8.9,1,24,4,171,1,0,0,146,1,1,3,1,0,1,0,0,1,0,374,123000,26417,20818,0,0,57,0,0,0,99,4,0,0,0,0,13,0,209,5,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14554,803,60,5200.0,24.9,0,16,3,13,1,0,1,94,1,1,6,1,0,1,0,0,1,0,106,250000,168680,4883,0,0,40,0,0,0,99,0,1,0,0,3,1,0,49,5,99,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
14555,893,60,5000.0,11.9,0,5,1,544,1,1,1,316,1,1,6,1,0,1,0,0,1,0,329,120000,0,46678,242,0,46,0,0,0,99,0,1,0,0,3,17,0,467,9,99,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
14556,972,60,7500.0,7.9,0,16,3,67,1,0,1,83,1,1,4,1,0,1,0,0,1,0,84,133320,38016,2738,374,5,47,0,0,0,99,0,0,0,0,0,5,0,28,7,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14557,972,24,1500.0,21.9,0,18,3,97,1,1,0,60,1,1,6,1,0,1,0,0,1,1,120,238000,44652,46098,422,0,49,46,0,0,99,0,0,0,0,1,6,0,15,4,99,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14558,962,60,5000.0,9.9,0,10,2,96,1,2,0,42,1,1,6,1,0,1,0,0,1,1,120,280000,196983,222069,1278,4,49,198,0,0,99,0,0,0,0,1,8,0,251,8,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14559,874,24,1000.0,29.9,0,43,7,93,1,0,1,25,1,1,5,1,0,0,0,0,1,0,238,85000,0,7119,0,0,36,0,0,0,99,4,3,0,4,2,2,0,72,4,99,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14560,815,60,5000.0,17.9,0,44,8,480,1,0,0,24,1,1,3,1,0,1,0,0,1,0,228,150000,0,39772,427,5,65,0,0,0,99,0,2,2,0,2,25,0,398,9,99,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
14561,850,12,1000.0,30.9,0,54,10,152,1,0,1,8,1,1,3,1,0,1,0,0,1,0,188,120000,0,23692,388,0,28,0,0,0,99,23,1,0,0,1,4,0,237,8,99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14562,865,60,2000.0,24.9,0,42,7,190,1,1,0,14,1,1,4,1,1,0,0,0,1,0,61,89000,84234,95902,781,4,48,86,0,0,99,0,1,0,0,4,13,0,117,8,99,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
14563,1006,60,10000.0,7.9,0,16,3,384,1,1,1,72,1,1,5,1,0,1,0,0,1,0,600,160000,3500,37560,753,0,67,0,0,0,99,0,0,0,0,1,23,0,376,6,99,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0
