,Total_outstanding_balance__mortg,Public_info_CCJ_ban,Public_info_CCJ_value,Time_since_most_recent_Public_In,CAIS_8_9_total,Status_3s_L6m,Years_on_ER_for_SP,Total___outstanding_CCJ_s,Total_outstanding_balance___excl,Total___of_accounts,Time_since_most_recent_outstandi
4463,0,0,0,99,0,0,0,0,0,0,99
4464,0,0,0,99,0,0,0,0,197,2,99
4465,0,0,0,99,0,0,0,0,0,0,99
4466,0,0,0,99,0,0,0,0,0,0,99
4467,0,0,0,99,0,0,0,0,30,5,99
4468,0,0,0,99,4,0,0,0,5,2,99
4469,0,0,0,99,0,0,0,0,1,1,99
4470,0,0,0,99,0,0,0,0,70,6,99
4471,0,0,0,99,0,0,0,0,1,2,99
4472,0,0,0,99,0,0,27,0,176,9,99
4473,0,0,0,99,0,0,4,0,57,4,99
4474,0,0,0,99,0,0,0,0,1,1,99
4475,0,0,0,99,37,0,0,0,22,5,99
4476,0,0,0,99,0,0,9,0,136,8,99
4477,125,0,0,99,5,0,0,0,294,3,99
4478,161,0,0,99,8,0,0,0,220,9,99
4479,137,0,0,99,2,0,0,0,231,9,99
4480,0,0,0,99,0,0,0,0,11,3,99
4481,120,0,0,99,0,0,0,0,81,3,99
4482,89,1,12,9,66,0,2,1,106,4,9
4483,134,0,0,99,51,1,0,0,69,9,99
4484,24,0,0,99,7,0,9,0,128,9,99
4485,0,0,0,99,7,1,14,0,83,9,99
4486,192,0,0,99,0,0,3,0,162,9,99
4487,17,0,0,99,0,0,14,0,135,5,99
4488,0,0,0,99,0,0,3,0,62,4,99
4489,145,0,0,99,384,1,0,0,55,3,99
4490,54,0,0,99,0,4,2,0,294,5,99
4491,156,0,0,99,244,9,0,0,152,8,99
4492,105,0,0,99,0,0,9,0,73,9,99
4493,29,0,0,99,0,0,1,0,281,6,99
4494,33,0,0,99,0,0,1,0,25,5,99
4495,156,0,0,99,0,0,2,0,30,9,99
4496,142,0,0,99,4,2,3,0,365,9,99
4497,79,0,0,99,191,9,9,0,50,9,99
4498,34,0,0,99,0,0,11,0,16,9,99
4499,39,0,0,99,0,0,11,0,15,4,99
4500,106,0,0,99,0,0,17,0,173,9,99
4501,0,0,0,99,0,0,1,0,164,4,99
4502,0,0,0,99,82,0,1,0,52,2,99
4503,107,0,0,99,0,6,17,0,140,8,99
4504,89,0,0,99,0,0,4,0,226,5,99
4505,46,0,0,99,8,0,4,0,37,4,99
4506,75,0,0,99,0,0,3,0,73,8,99
4507,113,1,14,36,56,0,8,1,111,5,36
4508,0,0,0,99,0,3,6,0,36,6,99
4509,211,0,0,99,167,0,0,0,32,4,99
4510,0,1,4,50,29,0,6,0,158,3,99
4511,71,0,0,99,0,0,6,0,201,7,99
4512,90,0,0,99,46,0,12,0,108,7,99
4513,141,1,3,42,0,0,2,0,79,6,99
4514,0,0,0,99,0,0,9,0,165,6,99
4515,249,0,0,99,13,0,0,0,187,8,99
4516,74,5,91,5,58,0,7,5,602,9,5
4517,297,0,0,99,0,0,4,0,395,9,99
4518,75,0,0,99,0,0,7,0,71,7,99
4519,10,0,0,99,66,0,2,0,155,4,99
4520,0,0,0,99,0,0,0,0,83,4,99
4521,0,0,0,99,0,0,0,0,156,4,99
4522,0,0,0,99,0,0,0,0,0,0,99
4523,0,0,0,99,0,0,1,0,174,4,99
4524,11,0,0,99,0,0,26,0,248,9,99
4525,94,0,0,99,0,0,3,0,204,9,99
4526,60,0,0,99,0,0,3,0,202,8,99
4527,0,0,0,99,0,0,0,0,269,6,99
4528,0,0,0,99,0,0,5,0,1,1,99
4529,0,1,3,18,4,1,0,1,9,5,18
4530,0,0,0,99,398,0,12,0,17,2,99
4531,123,0,0,99,0,2,0,0,539,9,99
4532,88,0,0,99,0,0,8,0,135,9,99
4533,0,0,0,99,2,0,10,0,160,9,99
4534,119,0,0,99,0,0,33,0,37,4,99
4535,306,0,0,99,0,0,0,0,237,9,99
4536,125,4,105,2,832,1,1,4,2,7,2
4537,0,0,0,99,0,0,0,0,46,5,99
4538,174,0,0,99,106,0,2,0,139,4,99
4539,170,0,0,99,201,0,3,0,220,4,99
4540,300,0,0,99,9,0,0,0,86,9,99
4541,245,0,0,99,0,0,5,0,8,9,99
4542,0,0,0,99,0,0,1,0,115,8,99
4543,0,0,0,99,230,0,0,0,34,4,99
4544,0,0,0,99,0,0,0,0,153,7,99
4545,0,0,0,99,0,0,1,0,0,0,99
4546,0,0,0,99,4,0,3,0,38,8,99
4547,0,0,0,99,0,0,4,0,154,9,99
4548,0,0,0,99,36,3,3,0,7,3,99
4549,1,0,0,99,3,0,0,0,147,8,99
4550,0,1,7,45,13,0,3,1,33,1,45
4551,0,0,0,99,49,0,17,0,124,9,99
4552,0,0,0,99,15,0,12,0,13,3,99
4553,0,0,0,99,5,0,0,0,335,1,99
4554,0,0,0,99,0,0,3,0,246,9,99
4555,0,0,0,99,0,0,0,0,27,9,99
4556,0,0,0,99,0,0,1,0,60,9,99
4557,81,0,0,99,0,0,8,0,128,9,99
4558,0,0,0,99,0,0,28,0,97,2,99
4559,351,0,0,99,0,0,5,0,669,9,99
4560,0,0,0,99,0,0,0,0,23,6,99
4561,96,0,0,99,0,0,2,0,89,4,99
4562,0,0,0,99,0,0,15,0,190,9,99
4563,0,0,0,99,0,0,26,0,249,5,99
4564,100,0,0,99,32,0,0,0,103,4,99
4565,73,0,0,99,0,1,26,0,42,3,99
4566,45,1,14,13,29,0,6,1,228,4,13
4567,100,0,0,99,0,0,0,0,154,7,99
4568,0,0,0,99,0,0,15,0,18,8,99
4569,0,0,0,99,58,0,27,0,1,5,99
4570,240,0,0,99,59,7,0,0,245,9,99
4571,168,0,0,99,0,0,2,0,305,4,99
4572,0,0,0,99,0,0,11,0,177,3,99
4573,153,0,0,99,0,0,1,0,279,9,99
4574,0,0,0,99,0,0,4,0,60,4,99
4575,0,1,23,70,0,0,16,1,65,5,70
4576,0,0,0,99,0,5,0,0,8,3,99
4577,139,1,10,13,48,0,0,1,128,9,13
4578,91,1,1,62,15,0,14,1,93,9,62
4579,81,2,10,21,0,0,1,2,0,1,21
4580,48,0,0,99,17,0,0,0,122,5,99
4581,0,0,0,99,0,0,5,0,533,9,99
4582,0,0,0,99,0,0,22,0,306,3,99
4583,114,0,0,99,0,0,11,0,17,5,99
4584,0,0,0,99,0,0,0,0,39,5,99
4585,86,0,0,99,0,0,1,0,136,9,99
4586,53,0,0,99,0,0,2,0,151,5,99
4587,96,0,0,99,0,0,3,0,311,7,99
4588,73,0,0,99,0,0,6,0,6,3,99
4589,0,0,0,99,0,0,4,0,24,4,99
4590,58,0,0,99,0,0,11,0,683,9,99
4591,81,0,0,99,0,0,0,0,108,7,99
4592,57,0,0,99,137,9,17,0,63,9,99
4593,0,0,0,99,0,0,25,0,56,9,99
4594,60,0,0,99,0,0,11,0,82,9,99
4595,0,0,0,99,0,0,8,0,493,8,99
4596,0,0,0,99,0,0,16,0,279,9,99
4597,0,0,0,99,0,0,3,0,46,8,99
4598,181,0,0,99,0,1,14,0,98,9,99
4599,91,0,0,99,4,0,9,0,5,2,99
4600,187,4,40,24,305,0,3,1,136,8,24
4601,0,0,0,99,0,0,5,0,135,7,99
4602,195,0,0,99,48,0,27,0,95,9,99
4603,99,0,0,99,9,0,11,0,3,8,99
4604,144,0,0,99,0,0,4,0,219,7,99
4605,8,0,0,99,0,0,3,0,331,9,99
4606,0,0,0,99,0,0,0,0,21,3,99
4607,0,0,0,99,5,0,1,0,54,3,99
4608,49,0,0,99,0,0,11,0,33,9,99
4609,109,0,0,99,0,0,6,0,201,9,99
4610,0,1,1,31,4,6,20,1,55,7,31
4611,64,0,0,99,0,0,6,0,99,9,99
4612,28,0,0,99,0,0,5,0,12,3,99
4613,99,0,0,99,0,0,0,0,303,9,99
4614,87,0,0,99,0,0,8,0,97,9,99
4615,41,0,0,99,0,0,6,0,341,9,99
4616,41,0,0,99,0,0,8,0,1,4,99
4617,81,0,0,99,0,0,4,0,29,8,99
4618,0,0,0,99,0,0,0,0,98,9,99
4619,127,0,0,99,0,0,5,0,74,9,99
4620,58,0,0,99,0,0,15,0,77,5,99
4621,106,0,0,99,0,0,2,0,39,4,99
4622,0,0,0,99,0,0,11,0,403,9,99
4623,0,0,0,99,0,0,2,0,197,3,99
4624,0,0,0,99,13,0,34,0,119,3,99
4625,204,0,0,99,26,0,1,0,68,8,99
4626,36,0,0,99,8,1,5,0,280,9,99
4627,137,0,0,99,0,0,0,0,654,9,99
4628,195,0,0,99,0,0,12,0,5,5,99
4629,0,0,0,99,5,0,4,0,259,4,99
4630,49,0,0,99,7,1,7,0,24,6,99
4631,0,0,0,99,0,0,0,0,16,1,99
4632,66,0,0,99,0,0,8,0,239,9,99
4633,69,0,0,99,13,0,7,0,8,4,99
4634,106,0,0,99,2,0,5,0,43,7,99
4635,22,0,0,99,0,0,0,0,156,9,99
4636,0,0,0,99,70,0,0,0,92,6,99
4637,57,0,0,99,0,0,5,0,41,5,99
4638,0,0,0,99,20,0,4,0,58,2,99
4639,0,0,0,99,0,0,1,0,223,8,99
4640,166,0,0,99,0,0,2,0,419,8,99
4641,230,0,0,99,0,0,0,0,124,6,99
4642,70,0,0,99,0,0,0,0,108,9,99
4643,134,0,0,99,0,0,4,0,201,5,99
4644,144,0,0,99,14,1,0,0,8,4,99
4645,7,0,0,99,15,0,3,0,74,3,99
4646,50,0,0,99,8,0,4,0,66,5,99
4647,0,0,0,99,0,0,6,0,47,2,99
4648,0,0,0,99,14,0,24,0,61,5,99
4649,43,0,0,99,74,0,28,0,30,6,99
4650,0,0,0,99,0,0,1,0,105,5,99
4651,181,0,0,99,0,0,10,0,383,9,99
4652,0,0,0,99,0,0,0,0,104,5,99
4653,63,0,0,99,0,0,0,0,404,9,99
4654,90,0,0,99,0,0,5,0,34,5,99
4655,0,1,3,12,3,0,26,0,19,2,99
4656,65,0,0,99,0,0,5,0,470,7,99
4657,183,0,0,99,6,0,0,0,59,5,99
4658,0,0,0,99,0,0,21,0,300,9,99
4659,131,2,4,5,8,0,7,2,354,9,5
4660,71,0,0,99,0,0,3,0,41,6,99
4661,112,0,0,99,2,0,3,0,197,9,99
4662,0,0,0,99,129,0,7,0,73,2,99
4663,110,0,0,99,0,0,3,0,191,6,99
4664,154,0,0,99,104,0,15,0,47,5,99
4665,8,1,6,38,170,0,31,1,258,4,38
4666,44,0,0,99,0,0,14,0,61,5,99
4667,33,0,0,99,0,0,8,0,75,5,99
4668,111,0,0,99,0,0,9,0,141,9,99
4669,0,0,0,99,0,0,0,0,142,8,99
4670,48,0,0,99,0,0,16,0,47,7,99
4671,0,0,0,99,0,0,24,0,126,7,99
4672,0,0,0,99,0,0,2,0,147,6,99
4673,98,0,0,99,0,0,3,0,49,4,99
4674,0,0,0,99,0,0,0,0,84,3,99
4675,59,0,0,99,0,0,10,0,131,8,99
4676,36,0,0,99,0,0,21,0,158,6,99
4677,154,0,0,99,0,0,12,0,168,9,99
4678,5,0,0,99,0,0,0,0,1,4,99
4679,68,0,0,99,47,1,0,0,26,8,99
4680,81,0,0,99,13,0,5,0,92,9,99
4681,54,1,12,53,12,0,2,1,50,7,53
4682,97,1,60,17,119,0,5,1,17,3,17
4683,65,2,57,8,131,6,24,2,315,7,8
4684,116,0,0,99,4,0,23,0,207,9,99
4685,0,0,0,99,0,0,22,0,43,4,99
4686,148,0,0,99,11,0,5,0,249,7,99
4687,229,0,0,99,0,0,0,0,266,9,99
4688,111,0,0,99,7,0,1,0,141,9,99
4689,0,0,0,99,0,0,20,0,352,9,99
4690,0,1,12,57,10,0,1,1,49,4,57
4691,25,0,0,99,0,0,14,0,56,5,99
4692,106,3,7,7,6,0,2,3,127,4,7
4693,0,0,0,99,11,0,12,0,46,3,99
4694,0,0,0,99,0,0,0,0,86,7,99
4695,0,0,0,99,0,0,9,0,115,9,99
4696,0,0,0,99,0,0,0,0,0,0,99
4697,0,1,184,48,0,0,12,1,0,0,48
4698,0,0,0,99,0,0,0,0,0,0,99
4699,0,0,0,99,0,0,0,0,0,0,99
4700,0,0,0,99,0,0,0,0,1,1,99
4701,0,0,0,99,0,0,0,0,20,1,99
4702,0,0,0,99,0,1,1,0,43,8,99
4703,0,0,0,99,0,0,22,0,287,8,99
4704,0,0,0,99,0,0,18,0,15,2,99
4705,157,0,0,99,0,0,1,0,37,4,99
4706,172,1,32,39,368,6,10,1,569,9,39
4707,97,0,0,99,36,0,2,0,74,9,99
4708,102,1,3,64,142,0,20,1,283,9,64
4709,70,0,0,99,11,0,9,0,87,3,99
4710,125,2,34,7,238,0,2,2,190,9,7
4711,14,0,0,99,0,0,22,0,115,9,99
4712,0,0,0,99,20,7,18,0,781,9,99
4713,83,0,0,99,0,0,25,0,67,9,99
4714,126,0,0,99,19,2,26,0,91,9,99
4715,52,0,0,99,0,0,1,0,455,8,99
4716,48,0,0,99,98,0,6,0,122,9,99
4717,32,0,0,99,51,0,3,0,62,6,99
4718,102,0,0,99,50,1,6,0,105,7,99
4719,104,0,0,99,994,0,10,0,86,4,99
4720,62,0,0,99,0,0,5,0,150,9,99
4721,82,1,24,46,74,0,1,1,78,4,46
4722,82,0,0,99,0,0,2,0,67,6,99
4723,62,0,0,99,27,1,26,0,56,9,99
4724,0,0,0,99,0,4,9,0,129,3,99
4725,282,0,0,99,0,0,0,0,8,3,99
4726,74,1,2,49,17,0,5,1,93,7,49
4727,139,0,0,99,0,0,4,0,499,9,99
4728,0,0,0,99,0,2,4,0,234,8,99
4729,170,0,0,99,0,0,0,0,405,9,99
4730,126,0,0,99,0,0,1,0,296,9,99
4731,0,1,2,30,3,0,4,1,12,3,30
4732,56,0,0,99,0,6,3,0,46,5,99
4733,0,1,12,37,23,0,20,1,203,5,37
4734,0,0,0,99,0,0,0,0,138,2,99
4735,0,0,0,99,21,0,0,0,0,0,99
4736,152,0,0,99,0,0,9,0,429,9,99
4737,127,0,0,99,0,0,20,0,116,9,99
4738,0,1,27,11,121,2,22,1,477,9,11
4739,0,0,0,99,24,0,9,0,116,4,99
4740,219,0,0,99,8,0,0,0,95,9,99
4741,495,0,0,99,0,0,2,0,999,9,99
4742,110,0,0,99,0,0,4,0,604,9,99
4743,0,0,0,99,0,0,0,0,83,9,99
4744,114,0,0,99,0,0,0,0,10,6,99
4745,0,0,0,99,23,0,0,0,56,5,99
4746,0,1,3,65,5,0,1,1,1,1,65
4747,95,0,0,99,56,0,0,0,4,2,99
4748,0,0,0,99,0,0,0,0,11,5,99
4749,0,0,0,99,25,0,1,0,86,4,99
4750,110,0,0,99,0,0,11,0,54,9,99
4751,0,0,0,99,0,3,15,0,68,5,99
4752,6,0,0,99,14,0,10,0,52,6,99
4753,60,0,0,99,0,0,2,0,73,7,99
4754,0,0,0,99,0,0,1,0,692,9,99
4755,31,1,4,41,8,9,12,1,55,9,41
4756,110,0,0,99,0,0,2,0,14,9,99
4757,160,0,0,99,0,0,2,0,155,9,99
4758,30,0,0,99,0,0,25,0,250,9,99
4759,80,2,10,50,63,0,4,2,1,2,50
4760,92,2,11,14,0,0,1,2,15,3,14
4761,0,0,0,99,0,0,0,0,31,2,99
4762,0,0,0,99,0,0,0,0,71,4,99
4763,0,0,0,99,0,0,7,0,173,9,99
4764,0,0,0,99,0,0,5,0,175,9,99
4765,0,0,0,99,0,0,10,0,127,8,99
4766,0,0,0,99,0,0,14,0,154,5,99
4767,0,0,0,99,0,0,16,0,150,6,99
4768,0,0,0,99,0,0,5,0,71,3,99
4769,39,0,0,99,0,0,5,0,131,9,99
4770,0,0,0,99,0,0,0,0,95,5,99
4771,0,0,0,99,25,0,3,0,45,2,99
4772,96,0,0,99,5,0,10,0,18,9,99
4773,0,0,0,99,0,0,12,0,28,3,99
4774,0,0,0,99,22,0,2,0,47,5,99
4775,124,1,4,33,52,0,22,1,1,3,33
4776,0,2,4,12,119,0,23,2,141,5,12
4777,115,0,0,99,0,0,6,0,13,3,99
4778,0,0,0,99,2,0,3,0,51,6,99
4779,63,0,0,99,0,0,0,0,5,3,99
4780,0,0,0,99,1,0,5,0,12,6,99
4781,125,0,0,99,157,0,2,0,127,9,99
4782,100,0,0,99,33,0,5,0,135,6,99
4783,57,0,0,99,0,0,1,0,53,9,99
4784,0,0,0,99,61,0,14,0,378,9,99
4785,0,0,0,99,10,0,7,0,57,1,99
4786,0,0,0,99,0,0,5,0,95,5,99
4787,0,0,0,99,1,0,6,0,34,3,99
4788,0,0,0,99,0,0,2,0,8,7,99
4789,113,0,0,99,105,0,3,0,261,7,99
4790,0,0,0,99,0,0,3,0,159,7,99
4791,91,0,0,99,0,0,8,0,553,9,99
4792,83,0,0,99,17,0,34,0,396,9,99
4793,0,0,0,99,0,0,0,0,2,2,99
4794,0,2,10,10,57,0,8,2,92,5,10
4795,110,0,0,99,0,0,5,0,203,8,99
4796,44,0,0,99,0,0,0,0,99,2,99
4797,0,0,0,99,25,0,1,0,22,3,99
4798,113,0,0,99,12,0,1,0,172,8,99
4799,0,2,4,5,22,0,4,2,1,1,5
4800,0,0,0,99,0,0,10,0,74,7,99
4801,346,0,0,99,49,7,13,0,85,8,99
4802,116,0,0,99,0,0,12,0,81,5,99
4803,99,0,0,99,0,0,4,0,165,5,99
4804,163,0,0,99,5,0,6,0,266,9,99
4805,0,0,0,99,0,0,2,0,7,5,99
4806,0,0,0,99,0,0,3,0,195,9,99
4807,0,0,0,99,0,0,0,0,365,8,99
4808,192,2,44,22,25,0,1,2,149,5,22
4809,0,0,0,99,0,0,7,0,356,4,99
4810,22,0,0,99,144,0,12,0,308,6,99
4811,18,0,0,99,0,0,0,0,136,9,99
4812,0,0,0,99,201,0,0,0,111,7,99
4813,48,0,0,99,98,0,6,0,122,9,99
4814,228,0,0,99,0,0,20,0,301,9,99
4815,64,0,0,99,0,0,3,0,11,3,99
4816,0,0,0,99,0,0,13,0,361,9,99
4817,140,0,0,99,61,0,22,0,41,4,99
4818,0,1,7,57,10,0,0,1,7,3,57
4819,0,0,0,99,0,0,5,0,277,9,99
4820,0,0,0,99,18,0,1,0,37,7,99
4821,62,0,0,99,6,0,0,0,142,7,99
4822,0,2,55,35,61,1,0,2,48,3,35
4823,75,0,0,99,0,0,2,0,70,9,99
4824,86,1,3,60,23,0,15,0,209,6,99
4825,0,0,0,99,32,0,0,0,121,5,99
4826,0,0,0,99,0,0,2,0,57,1,99
4827,0,0,0,99,0,0,0,0,18,4,99
4828,150,3,196,22,200,0,21,3,11,3,22
4829,0,1,10,72,57,4,8,0,19,4,99
4830,0,0,0,99,0,0,2,0,33,4,99
4831,0,1,5,29,22,0,0,1,8,8,29
4832,0,0,0,99,5,0,0,0,224,6,99
4833,0,0,0,99,0,0,10,0,49,4,99
4834,0,0,0,99,0,0,9,0,578,9,99
4835,0,0,0,99,60,0,7,0,7,3,99
4836,0,0,0,99,3,0,7,0,35,3,99
4837,0,0,0,99,0,0,0,0,153,6,99
4838,179,0,0,99,0,0,1,0,255,9,99
4839,0,0,0,99,33,0,10,0,15,5,99
4840,107,0,0,99,0,0,0,0,282,8,99
4841,44,0,0,99,0,0,0,0,224,4,99
4842,0,0,0,99,0,0,16,0,208,9,99
4843,121,0,0,99,0,0,0,0,106,9,99
4844,0,0,0,99,0,0,2,0,400,7,99
4845,145,2,18,32,310,1,4,2,185,9,32
4846,93,0,0,99,19,0,6,0,424,7,99
4847,71,0,0,99,27,0,7,0,390,9,99
4848,0,0,0,99,0,0,0,0,337,4,99
4849,69,0,0,99,0,0,17,0,51,8,99
4850,39,0,0,99,0,0,7,0,6,6,99
4851,0,0,0,99,0,0,14,0,223,4,99
4852,0,0,0,99,0,0,6,0,3,2,99
4853,0,0,0,99,0,0,17,0,1,1,99
4854,35,0,0,99,0,0,12,0,64,7,99
4855,140,4,50,19,24,0,17,3,61,6,19
4856,79,0,0,99,0,0,1,0,90,9,99
4857,152,0,0,99,25,0,1,0,83,9,99
4858,113,0,0,99,0,0,3,0,225,9,99
4859,92,0,0,99,0,0,6,0,125,9,99
4860,64,0,0,99,0,0,4,0,5,4,99
4861,114,0,0,99,0,0,0,0,290,3,99
4862,38,0,0,99,52,0,7,0,179,5,99
4863,108,0,0,99,0,0,0,0,299,9,99
4864,54,0,0,99,0,0,22,0,98,5,99
4865,142,1,27,58,52,0,12,0,142,9,99
4866,15,0,0,99,19,0,16,0,8,3,99
4867,94,0,0,99,8,0,1,0,405,9,99
4868,0,0,0,99,0,0,3,0,4,3,99
4869,0,1,20,37,0,0,16,1,173,6,37
4870,0,0,0,99,0,0,1,0,65,5,99
4871,45,0,0,99,0,0,18,0,251,9,99
4872,216,0,0,99,40,0,0,0,6,7,99
4873,63,0,0,99,0,0,17,0,304,9,99
4874,0,0,0,99,0,0,0,0,0,0,99
4875,0,0,0,99,0,0,0,0,99,2,99
4876,0,0,0,99,0,0,0,0,116,4,99
4877,0,0,0,99,0,0,0,0,27,4,99
4878,0,0,0,99,0,0,1,0,0,0,99
4879,46,0,0,99,0,0,5,0,17,3,99
4880,0,0,0,99,0,0,0,0,35,3,99
4881,148,0,0,99,0,0,3,0,65,8,99
4882,59,0,0,99,0,0,6,0,113,8,99
4883,2,0,0,99,0,0,21,0,266,9,99
4884,100,0,0,99,0,0,17,0,264,9,99
4885,58,0,0,99,0,0,2,0,95,6,99
4886,0,5,146,49,3,0,0,4,327,2,55
4887,28,0,0,99,0,0,20,0,260,9,99
4888,162,2,11,20,0,0,14,2,209,9,20
4889,30,0,0,99,0,0,0,0,61,3,99
4890,0,0,0,99,0,0,3,0,20,3,99
4891,98,2,17,47,134,6,14,2,45,3,47
4892,0,0,0,99,24,0,5,0,75,8,99
4893,0,1,60,61,104,0,0,0,151,3,99
4894,136,0,0,99,0,0,2,0,217,7,99
4895,260,0,0,99,0,0,5,0,449,9,99
4896,89,0,0,99,24,5,25,0,54,9,99
4897,100,0,0,99,2,6,12,0,69,4,99
4898,0,4,83,3,231,2,0,4,54,6,3
4899,138,1,23,67,77,0,4,1,240,9,67
4900,79,0,0,99,29,0,25,0,120,8,99
4901,0,0,0,99,57,6,6,0,16,3,99
4902,42,0,0,99,9,0,28,0,18,9,99
4903,89,1,61,51,65,0,18,1,1,5,51
4904,60,0,0,99,15,0,3,0,101,3,99
4905,174,0,0,99,0,0,18,0,210,9,99
4906,55,1,2,55,23,3,4,1,11,4,55
4907,46,0,0,99,3,0,1,0,42,3,99
4908,41,0,0,99,0,0,5,0,150,5,99
4909,66,0,0,99,207,0,14,0,128,8,99
4910,59,3,21,37,10,6,4,2,97,3,37
4911,0,0,0,99,0,0,2,0,202,5,99
4912,68,0,0,99,5,3,3,0,46,8,99
4913,37,0,0,99,0,0,23,0,287,9,99
4914,131,1,84,33,8,0,5,1,324,5,33
4915,89,0,0,99,16,0,5,0,14,4,99
4916,0,1,11,55,21,0,4,1,310,6,55
4917,19,0,0,99,2,0,0,0,99,4,99
4918,33,0,0,99,6,0,0,0,78,6,99
4919,120,1,5,24,0,0,2,1,103,4,24
4920,0,0,0,99,0,0,13,0,68,6,99
4921,172,0,0,99,0,0,0,0,72,6,99
4922,0,1,3,18,38,6,22,1,129,5,18
4923,0,0,0,99,0,0,0,0,275,8,99
4924,158,0,0,99,0,0,0,0,343,9,99
4925,0,0,0,99,0,0,3,0,124,5,99
4926,0,0,0,99,0,0,0,0,1,1,99
4927,46,1,10,2,0,0,16,1,487,9,2
4928,92,0,0,99,0,0,15,0,16,6,99
4929,50,0,0,99,5,0,5,0,154,8,99
4930,16,4,999,62,132,0,9,0,116,8,99
4931,107,0,0,99,0,0,4,0,142,9,99
4932,180,0,0,99,0,0,8,0,230,8,99
4933,41,0,0,99,0,0,26,0,478,9,99
4934,125,1,2,51,0,0,6,0,77,5,99
4935,79,3,225,71,13,0,6,3,8,5,71
4936,127,0,0,99,15,0,20,0,316,9,99
4937,58,0,0,99,53,0,9,0,1,2,99
4938,0,1,4,66,0,0,11,1,1,1,66
4939,0,0,0,99,0,0,0,0,104,9,99
4940,0,0,0,99,0,0,1,0,142,7,99
4941,0,0,0,99,0,0,0,0,115,7,99
4942,0,0,0,99,0,0,1,0,7,3,99
4943,341,0,0,99,0,2,8,0,408,9,99
4944,429,0,0,99,0,0,8,0,295,9,99
4945,0,4,7,59,0,0,0,4,30,3,59
4946,78,2,5,48,13,0,1,1,67,3,48
4947,0,0,0,99,28,0,4,0,15,4,99
4948,0,0,0,99,1,0,2,0,61,6,99
4949,0,0,0,99,0,0,3,0,322,6,99
4950,134,0,0,99,0,0,12,0,901,9,99
4951,92,1,2,36,18,0,21,1,74,6,36
4952,116,0,0,99,0,0,3,0,38,4,99
4953,0,0,0,99,0,0,0,0,0,0,99
4954,38,2,76,24,3,0,2,1,87,4,24
4955,0,0,0,99,0,0,0,0,185,9,99
4956,141,3,9,14,64,0,18,3,5,5,14
4957,0,0,0,99,0,0,5,0,1,1,99
4958,67,0,0,99,0,0,2,0,260,9,99
4959,108,0,0,99,0,0,1,0,55,9,99
4960,0,0,0,99,0,0,8,0,57,7,99
4961,0,0,0,99,2,0,0,0,7,1,99
4962,0,0,0,99,0,1,16,0,210,6,99
4963,117,0,0,99,0,0,0,0,141,9,99
4964,118,0,0,99,10,0,1,0,27,5,99
4965,16,0,0,99,0,0,7,0,369,7,99
4966,125,0,0,99,0,0,0,0,296,9,99
4967,0,0,0,99,0,0,20,0,295,9,99
4968,204,0,0,99,0,0,21,0,449,9,99
4969,35,0,0,99,1,0,0,0,117,9,99
4970,20,0,0,99,13,0,10,0,196,5,99
4971,32,0,0,99,0,0,20,0,71,4,99
4972,178,0,0,99,0,0,1,0,57,3,99
4973,71,0,0,99,0,0,9,0,16,6,99
